,POSITIVE,NEGATIVE,ANGER,ANTICIPATION,DISGUST,FEAR,JOY,SADNESS,SURPRISE,TRUST,,,,,,,,,,,,,,,,,,,
restorative,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
restrain,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
restrict,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
restriction,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
retain,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
retaliate,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
retaliation,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
retaliatory,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
retard,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,disgust|sadness,,disgust,sadness,,,
reticent,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
retirement,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
retract,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
retribution,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
reunion,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,anticipation|trust,,anticipation,trust,,,
revel,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
revels,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
revenge,0,1,1,1,0,1,0,0,0,0,,,,,,,,,,,,,anger|anticipation|fear,,anger,anticipation,fear,,
revere,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
reverence,1,1,0,0,0,1,0,0,0,1,,,,,,,,,,,,,fear|trust,,fear,trust,,,
reverend,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
revival,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
revive,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
revoke,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
revolt,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,anger|surprise,,anger,surprise,,,
revolting,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
revolution,0,1,1,1,0,0,0,0,1,0,,,,,,,,,,,,,anger|anticipation|surprise,,anger,anticipation,surprise,,
revulsion,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
reward,1,0,0,1,0,0,1,0,1,1,,,,,,,,,,,,,anticipation|joy|surprise|trust,,anticipation,joy,surprise,trust,
ridicule,0,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,anger|disgust|sadness,,anger,disgust,sadness,,
ridiculous,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
rifle,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
rigor,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,disgust|fear,,disgust,fear,,,
riot,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
riotous,0,1,1,0,0,1,0,0,1,0,,,,,,,,,,,,,anger|fear|surprise,,anger,fear,surprise,,
ripen,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
rising,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
risk,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,anticipation|fear,,anticipation,fear,,,
risky,0,1,0,1,0,1,0,0,0,0,,,,,,,,,,,,,anticipation|fear,,anticipation,fear,,,
rivalry,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
rob,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
robber,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,disgust|fear,,disgust,fear,,,
robbery,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
rogue,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
rollicking,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
romance,1,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,anticipation|surprise|trust,,anticipation,surprise,trust,,
romantic,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
romanticism,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
romp,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
rook,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
rot,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
rotting,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
routine,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
rubbish,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
rue,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
ruin,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
ruined,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
ruinous,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
rumor,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
runaway,1,1,0,0,0,0,1,1,0,0,,,,,,,,,,,,,sadness|joy,,sadness,joy,,,
rupture,0,1,0,0,0,1,0,1,1,0,,,,,,,,,,,,,fear|sadness|surprise,,fear,sadness,surprise,,
ruthless,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
saber,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
sabotage,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness|surprise,,anger,disgust,fear,sadness,surprise
sacrifice,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
sadly,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
sadness,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
safe,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
safeguard,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
safekeeping,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
sage,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
sally,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
salutary,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
salute,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
salvation,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
samurai,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
sanctification,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
sanctify,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
sap,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
sappy,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
sarcasm,0,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,anger|disgust|sadness,,anger,disgust,sadness,,
satanic,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
satisfied,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
satisfy,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
savage,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
savagery,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
savor,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
scandal,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
scandalous,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
scapegoat,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
scar,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
scare,0,1,1,1,0,1,0,0,1,0,,,,,,,,,,,,,anger|anticipation|fear|surprise,,anger,anticipation,fear,surprise,
sceptical,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
schism,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
schizophrenia,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
scoff,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
scold,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
scolding,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
scorn,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
scoundrel,1,1,1,0,1,1,0,0,0,1,,,,,,,,,,,,,anger|disgust|fear|trust,,anger,disgust,fear,trust,
scourge,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
scream,0,1,1,0,1,1,0,0,1,0,,,,,,,,,,,,,anger|disgust|fear|surprise,,anger,disgust,fear,surprise,
screaming,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
screech,0,1,0,0,0,1,0,0,1,0,,,,,,,,,,,,,fear|surprise,,fear,surprise,,,
screw,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
scrutinize,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
scum,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
seclude,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
secrecy,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
secrete,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
secretion,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
security,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
sedition,0,1,1,0,0,0,0,1,0,0,,,,,,,,,,,,,anger|sadness,,anger,sadness,,,
seductive,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
seek,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
segregate,0,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,anger|disgust|sadness,,anger,disgust,sadness,,
seize,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
seizure,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
selfish,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
seniority,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
sensational,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
sensual,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
sensuality,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
sensuous,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
sentence,0,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,anger|anticipation|disgust|fear|sadness,,anger,anticipation,disgust,fear,sadness
sepsis,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
septic,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
sequestration,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
serene,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
serenity,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
serial,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
seriousness,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
servile,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
setback,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
severance,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
sewage,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
sewer,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
sewerage,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
sex,1,0,0,1,0,0,1,0,0,1,,,,,,,,,,,,,anticipation|joy|trust,,anticipation,joy,trust,,
shabby,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
shackle,0,1,1,1,1,1,0,0,0,0,,,,,,,,,,,,,anger|anticipation|disgust|fear|sadness,,anger,anticipation,disgust,fear,sadness
shady,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
shaky,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
sham,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
shame,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
shameful,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
shameless,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
shanghai,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,disgust|fear,,disgust,fear,,,
shattered,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
shell,0,1,1,0,0,1,0,1,1,0,,,,,,,,,,,,,anger|fear|sadness|surprise,,anger,fear,sadness,surprise,
shelter,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
shepherd,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
shining,1,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,anticipation|joy,,anticipation,joy,,,
shipwreck,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
shit,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
shiver,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
shock,0,1,1,0,0,1,0,0,1,0,,,,,,,,,,,,,anger|fear|surprise,,anger,fear,surprise,,
shockingly,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
shoddy,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
shoot,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
shooting,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
shoplift,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
shoplifting,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
shortage,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
shortly,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
shot,0,1,1,0,0,1,0,1,1,0,,,,,,,,,,,,,anger|fear|sadness|surprise,,anger,fear,sadness,surprise,
shout,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,anger|surprise,,anger,surprise,,,
shove,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
shriek,0,1,1,0,0,1,0,1,1,0,,,,,,,,,,,,,anger|fear|sadness|surprise,,anger,fear,sadness,surprise,
shrill,0,1,1,0,0,1,0,0,1,0,,,,,,,,,,,,,anger|fear|surprise,,anger,fear,surprise,,
shroud,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
shudder,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
shun,0,1,1,0,1,0,0,1,0,0,,,,,,,,,,,,,anger|disgust|sadness,,anger,disgust,sadness,,
sick,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,disgust|sadness,,disgust,sadness,,,
sicken,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
sickening,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
sickly,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,disgust|sadness,,disgust,sadness,,,
sickness,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
signify,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,anticipation,,anticipation,,,,
silly,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
sin,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
sincere,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
sinful,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
sinister,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
sink,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
sinner,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
sinning,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
siren,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
sisterhood,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
skillful,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
skirmish,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
slam,0,1,1,0,0,1,0,0,1,0,,,,,,,,,,,,,anger|fear|surprise,,anger,fear,surprise,,
slander,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
slap,0,1,1,0,0,0,0,0,1,0,,,,,,,,,,,,,anger|surprise,,anger,surprise,,,
slash,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
slaughter,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
slave,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
slavery,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
slay,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
slayer,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
slime,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
slimy,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
slip,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
slop,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
sloppy,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
sloth,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
sludge,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
slug,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
slum,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
slump,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
slut,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
sly,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
smack,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
smash,0,1,1,0,0,1,0,0,0,0,,,,,,,,,,,,,anger|fear,,anger,fear,,,
smile,1,0,0,0,0,0,1,0,1,1,,,,,,,,,,,,,joy|surprise|trust,,joy,surprise,trust,,
smiling,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
smite,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
smuggler,0,1,1,0,1,1,0,0,0,0,,,,,,,,,,,,,anger|disgust|fear,,anger,disgust,fear,,
smut,0,1,0,0,1,1,0,0,0,0,,,,,,,,,,,,,disgust|fear,,disgust,fear,,,
snag,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,surprise,,surprise,,,,
snare,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
snarl,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
sneaking,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
sneer,0,1,1,0,1,0,0,0,0,0,,,,,,,,,,,,,anger|disgust,,anger,disgust,,,
snort,0,1,0,0,1,0,0,1,0,0,,,,,,,,,,,,,disgust|sadness,,disgust,sadness,,,
sob,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
soil,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
soiled,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
solidarity,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
somber,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
soothe,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
soothing,1,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,joy|trust,,joy,trust,,,
sorcery,0,1,0,1,0,1,0,0,1,0,,,,,,,,,,,,,anticipation|fear|surprise,,anticipation,fear,surprise,,
sordid,0,1,1,0,1,1,0,1,0,0,,,,,,,,,,,,,anger|disgust|fear|sadness,,anger,disgust,fear,sadness,
sore,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
sorely,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
soreness,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
sorrow,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
sorrowful,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
sortie,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
soulless,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,disgust|fear|sadness,,disgust,fear,sadness,,
sour,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
spank,0,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,anger|fear|sadness,,anger,fear,sadness,,
spanking,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
spasm,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,sadness,,sadness,,,,
spat,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
spear,0,1,1,1,0,1,0,0,0,0,,,,,,,,,,,,,anger|anticipation|fear,,anger,anticipation,fear,,
special,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,joy,,joy,,,,
specialist,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
specialize,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,trust,,trust,,,,
spectacular,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,,,anticipation|surprise,,anticipation,surprise,,,
specter,0,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,fear|sadness,,fear,sadness,,,
speculative,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
spew,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
spike,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,fear,,fear,,,,
spirit,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
spit,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,disgust,,disgust,,,,
spite,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
spiteful,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,anger,,anger,,,,
splendid,1,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,joy|surprise,,joy,surprise,,,
splendor,1,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,anticipation|joy|surprise,,anticipation,joy,surprise,,
